Date,Open,High,Low,Close
12/29/2023,"4,782.88","4,788.43","4,751.99","4,769.83"
12/28/2023,"4,786.44","4,793.30","4,780.98","4,783.35"
12/27/2023,"4,773.45","4,785.39","4,768.90","4,781.58"
12/26/2023,"4,758.86","4,784.72","4,758.45","4,774.75"
12/22/2023,"4,753.92","4,772.94","4,736.77","4,754.63"
12/21/2023,"4,724.29","4,748.71","4,708.35","4,746.75"
12/20/2023,"4,764.73","4,778.01","4,697.82","4,698.35"
12/19/2023,"4,743.72","4,768.69","4,743.72","4,768.37"
12/18/2023,"4,725.58","4,749.52","4,725.58","4,740.56"
12/15/2023,"4,714.23","4,725.53","4,704.69","4,719.19"
12/14/2023,"4,721.04","4,738.57","4,694.34","4,719.55"
12/13/2023,"4,646.20","4,709.69","4,643.23","4,707.09"
12/12/2023,"4,618.30","4,643.93","4,608.09","4,643.70"
12/11/2023,"4,593.39","4,623.71","4,593.39","4,622.44"
12/08/2023,"4,576.20","4,609.23","4,574.06","4,604.37"
12/07/2023,"4,568.84","4,590.92","4,565.22","4,585.59"
12/06/2023,"4,586.23","4,590.74","4,546.50","4,549.34"
12/05/2023,"4,557.25","4,578.56","4,551.68","4,567.18"
12/04/2023,"4,564.37","4,572.37","4,546.72","4,569.78"
12/01/2023,"4,559.43","4,599.39","4,554.71","4,594.63"
11/30/2023,"4,554.87","4,569.89","4,537.24","4,567.80"
11/29/2023,"4,571.84","4,587.64","4,547.15","4,550.58"
11/28/2023,"4,545.55","4,568.14","4,540.51","4,554.89"
11/27/2023,"4,554.86","4,560.52","4,546.32","4,550.43"
11/24/2023,"4,555.84","4,560.31","4,552.80","4,559.34"
11/22/2023,"4,553.04","4,568.43","4,545.05","4,556.62"
11/21/2023,"4,538.77","4,542.14","4,525.51","4,538.19"
11/20/2023,"4,511.70","4,557.11","4,510.36","4,547.38"
11/17/2023,"4,509.55","4,520.12","4,499.66","4,514.02"
11/16/2023,"4,497.08","4,511.99","4,487.83","4,508.24"
11/15/2023,"4,505.30","4,521.17","4,495.31","4,502.88"
11/14/2023,"4,458.97","4,508.67","4,458.97","4,495.70"
11/13/2023,"4,406.66","4,421.76","4,393.82","4,411.55"
11/10/2023,"4,364.15","4,418.03","4,353.34","4,415.24"
11/09/2023,"4,391.41","4,393.40","4,343.94","4,347.35"
11/08/2023,"4,384.37","4,391.20","4,359.76","4,382.78"
11/07/2023,"4,366.21","4,386.26","4,355.41","4,378.38"
11/06/2023,"4,364.27","4,372.21","4,347.53","4,365.98"
11/03/2023,"4,334.23","4,373.62","4,334.23","4,358.34"
11/02/2023,"4,268.26","4,319.72","4,268.26","4,317.78"
11/01/2023,"4,201.27","4,245.64","4,197.74","4,237.86"
10/31/2023,"4,171.33","4,195.55","4,153.12","4,193.80"
10/30/2023,"4,139.39","4,177.47","4,132.94","4,166.82"
10/27/2023,"4,152.93","4,156.70","4,103.78","4,117.37"
10/26/2023,"4,175.99","4,183.60","4,127.90","4,137.23"
10/25/2023,"4,232.42","4,232.42","4,181.42","4,186.77"
10/24/2023,"4,235.79","4,259.38","4,219.43","4,247.68"
10/23/2023,"4,210.40","4,255.84","4,189.22","4,217.04"
10/20/2023,"4,273.85","4,276.56","4,223.03","4,224.16"
10/19/2023,"4,321.36","4,339.54","4,269.69","4,278.00"
10/18/2023,"4,357.35","4,364.20","4,303.84","4,314.60"
10/17/2023,"4,345.23","4,393.57","4,337.54","4,373.20"
10/16/2023,"4,342.37","4,383.33","4,342.37","4,373.63"
10/13/2023,"4,360.49","4,377.10","4,311.97","4,327.78"
10/12/2023,"4,380.94","4,385.85","4,325.43","4,349.61"
10/11/2023,"4,366.59","4,378.64","4,345.34","4,376.95"
10/10/2023,"4,339.75","4,385.46","4,339.64","4,358.24"
10/09/2023,"4,289.02","4,341.73","4,283.79","4,335.66"
10/06/2023,"4,234.79","4,324.10","4,219.55","4,308.50"
10/05/2023,"4,259.31","4,267.13","4,225.91","4,258.19"
10/04/2023,"4,233.83","4,268.50","4,220.48","4,263.75"
10/03/2023,"4,269.75","4,281.15","4,216.45","4,229.45"
10/02/2023,"4,284.52","4,300.58","4,260.21","4,288.39"
09/29/2023,"4,328.18","4,333.15","4,274.86","4,288.05"
09/28/2023,"4,269.65","4,317.27","4,264.38","4,299.70"
09/27/2023,"4,282.63","4,292.07","4,238.63","4,274.51"
09/26/2023,"4,312.88","4,313.01","4,265.98","4,273.53"
09/25/2023,"4,310.62","4,338.51","4,302.70","4,337.44"
09/22/2023,"4,341.74","4,357.40","4,316.49","4,320.06"
09/21/2023,"4,374.36","4,375.70","4,329.17","4,330.00"
09/20/2023,"4,452.81","4,461.03","4,401.38","4,402.20"
09/19/2023,"4,445.41","4,449.85","4,416.61","4,443.95"
09/18/2023,"4,445.13","4,466.36","4,442.11","4,453.53"
09/15/2023,"4,497.98","4,497.98","4,447.21","4,450.32"
09/14/2023,"4,487.78","4,511.99","4,478.69","4,505.10"
09/13/2023,"4,462.65","4,479.39","4,453.52","4,467.44"
09/12/2023,"4,473.27","4,487.11","4,456.83","4,461.90"
09/11/2023,"4,480.98","4,490.77","4,467.89","4,487.46"
09/08/2023,"4,451.30","4,473.53","4,448.38","4,457.49"
09/07/2023,"4,434.55","4,457.81","4,430.46","4,451.14"
09/06/2023,"4,490.35","4,490.35","4,442.38","4,465.48"
09/05/2023,"4,510.06","4,514.29","4,496.01","4,496.83"
09/01/2023,"4,530.85","4,541.25","4,501.35","4,515.77"
08/31/2023,"4,517.01","4,532.26","4,507.39","4,507.66"
08/30/2023,"4,500.34","4,521.65","4,493.59","4,514.87"
08/29/2023,"4,432.75","4,500.14","4,431.68","4,497.63"
08/28/2023,"4,426.03","4,439.56","4,414.98","4,433.31"
08/25/2023,"4,389.38","4,418.46","4,356.29","4,405.71"
08/24/2023,"4,455.16","4,458.30","4,375.55","4,376.31"
08/23/2023,"4,396.44","4,443.18","4,396.44","4,436.01"
08/22/2023,"4,415.33","4,418.59","4,382.77","4,387.55"
08/21/2023,"4,380.28","4,407.55","4,360.30","4,399.77"
08/18/2023,"4,344.88","4,381.82","4,335.31","4,369.71"
08/17/2023,"4,416.32","4,421.17","4,364.83","4,370.36"
08/16/2023,"4,433.79","4,449.95","4,403.55","4,404.33"
08/15/2023,"4,478.87","4,478.87","4,432.19","4,437.86"
08/14/2023,"4,458.13","4,490.33","4,453.44","4,489.72"
08/11/2023,"4,450.69","4,476.23","4,443.98","4,464.05"
08/10/2023,"4,487.16","4,527.37","4,457.92","4,468.83"
08/09/2023,"4,501.57","4,502.44","4,461.33","4,467.71"
08/08/2023,"4,498.03","4,503.31","4,464.39","4,499.38"
08/07/2023,"4,491.58","4,519.84","4,491.15","4,518.44"
08/04/2023,"4,513.96","4,540.34","4,474.55","4,478.03"
08/03/2023,"4,494.27","4,519.49","4,485.54","4,501.89"
08/02/2023,"4,550.93","4,550.93","4,505.75","4,513.39"
08/01/2023,"4,578.83","4,584.62","4,567.53","4,576.73"
07/31/2023,"4,584.82","4,594.22","4,573.14","4,588.96"
07/28/2023,"4,565.75","4,590.16","4,564.01","4,582.23"
07/27/2023,"4,598.26","4,607.07","4,528.56","4,537.41"
07/26/2023,"4,558.96","4,582.47","4,547.58","4,566.75"
07/25/2023,"4,555.19","4,580.62","4,552.42","4,567.46"
07/24/2023,"4,543.39","4,563.41","4,541.29","4,554.64"
07/21/2023,"4,550.16","4,555.00","4,535.79","4,536.34"
07/20/2023,"4,554.38","4,564.74","4,527.56","4,534.87"
07/19/2023,"4,563.87","4,578.43","4,557.48","4,565.72"
07/18/2023,"4,521.78","4,562.30","4,514.59","4,554.98"
07/17/2023,"4,508.86","4,532.85","4,504.90","4,522.79"
07/14/2023,"4,514.61","4,527.76","4,499.56","4,505.42"
07/13/2023,"4,491.50","4,517.38","4,489.36","4,510.04"
07/12/2023,"4,467.69","4,488.34","4,463.23","4,472.16"
07/11/2023,"4,415.55","4,443.64","4,408.46","4,439.26"
07/10/2023,"4,394.23","4,412.60","4,389.92","4,409.53"
07/07/2023,"4,404.54","4,440.39","4,397.40","4,398.95"
07/06/2023,"4,422.62","4,422.62","4,385.05","4,411.59"
07/05/2023,"4,442.04","4,454.06","4,436.61","4,446.82"
07/03/2023,"4,449.45","4,456.46","4,442.29","4,455.59"
06/30/2023,"4,422.44","4,458.48","4,422.44","4,450.38"
06/29/2023,"4,374.94","4,398.39","4,371.97","4,396.44"
06/28/2023,"4,367.48","4,390.35","4,360.22","4,376.86"
06/27/2023,"4,337.36","4,384.42","4,335.00","4,378.41"
06/26/2023,"4,344.84","4,362.06","4,328.08","4,328.82"
06/23/2023,"4,354.17","4,366.55","4,341.34","4,348.33"
06/22/2023,"4,355.40","4,382.25","4,351.82","4,381.89"
06/21/2023,"4,380.01","4,386.22","4,360.14","4,365.69"
06/20/2023,"4,396.11","4,400.15","4,367.19","4,388.71"
06/16/2023,"4,442.70","4,448.47","4,407.44","4,409.59"
06/15/2023,"4,365.33","4,439.20","4,362.60","4,425.84"
06/14/2023,"4,366.29","4,391.82","4,337.85","4,372.59"
06/13/2023,"4,352.61","4,375.37","4,349.31","4,369.01"
06/12/2023,"4,308.32","4,340.13","4,304.37","4,338.93"
06/09/2023,"4,304.88","4,322.62","4,291.70","4,298.86"
06/08/2023,"4,268.69","4,298.01","4,261.07","4,293.93"
06/07/2023,"4,285.47","4,299.19","4,263.96","4,267.52"
06/06/2023,"4,271.34","4,288.33","4,263.09","4,283.85"
06/05/2023,"4,282.99","4,299.28","4,266.82","4,273.79"
06/02/2023,"4,241.01","4,290.67","4,241.01","4,282.37"
06/01/2023,"4,183.03","4,232.43","4,171.64","4,221.02"
05/31/2023,"4,190.74","4,195.44","4,166.15","4,179.83"
05/30/2023,"4,226.71","4,231.10","4,192.18","4,205.52"
05/26/2023,"4,155.98","4,212.87","4,156.16","4,205.45"
05/25/2023,"4,155.71","4,165.74","4,129.73","4,151.28"
05/24/2023,"4,132.96","4,132.96","4,103.98","4,115.24"
05/23/2023,"4,176.80","4,185.68","4,142.54","4,145.58"
05/22/2023,"4,190.78","4,209.22","4,179.68","4,192.63"
05/19/2023,"4,204.15","4,212.91","4,180.20","4,191.98"
05/18/2023,"4,157.68","4,202.20","4,153.50","4,198.05"
05/17/2023,"4,122.85","4,164.67","4,113.62","4,158.77"
05/16/2023,"4,127.95","4,135.54","4,109.86","4,109.90"
05/15/2023,"4,126.65","4,141.25","4,110.27","4,136.28"
05/12/2023,"4,138.54","4,143.74","4,099.12","4,124.08"
05/11/2023,"4,132.24","4,132.80","4,109.29","4,130.62"
05/10/2023,"4,143.74","4,154.28","4,098.92","4,137.64"
05/09/2023,"4,124.25","4,130.35","4,116.65","4,119.17"
05/08/2023,"4,136.98","4,142.30","4,123.81","4,138.12"
05/05/2023,"4,084.73","4,147.02","4,084.73","4,136.25"
05/04/2023,"4,082.55","4,082.61","4,048.28","4,061.22"
05/03/2023,"4,122.25","4,148.30","4,088.86","4,090.75"
05/02/2023,"4,164.10","4,164.10","4,089.72","4,119.58"
05/01/2023,"4,166.79","4,186.92","4,164.12","4,167.87"
04/28/2023,"4,129.63","4,170.06","4,127.18","4,169.48"
04/27/2023,"4,075.29","4,138.24","4,075.29","4,135.35"
04/26/2023,"4,087.78","4,089.67","4,049.35","4,055.99"
04/25/2023,"4,126.43","4,126.43","4,071.38","4,071.63"
04/24/2023,"4,132.07","4,142.41","4,117.77","4,137.04"
04/21/2023,"4,132.14","4,138.02","4,113.86","4,133.52"
04/20/2023,"4,130.48","4,148.57","4,114.57","4,129.79"
04/19/2023,"4,139.33","4,162.57","4,134.49","4,154.52"
04/18/2023,"4,164.26","4,169.48","4,140.36","4,154.87"
04/17/2023,"4,137.17","4,151.72","4,123.18","4,151.32"
04/14/2023,"4,140.11","4,163.19","4,113.20","4,137.64"
04/13/2023,"4,100.04","4,150.26","4,099.40","4,146.22"
04/12/2023,"4,121.72","4,134.37","4,086.94","4,091.95"
04/11/2023,"4,110.29","4,124.26","4,102.61","4,108.94"
04/10/2023,"4,085.20","4,109.50","4,072.55","4,109.11"
04/06/2023,"4,081.58","4,107.32","4,069.84","4,105.02"
04/05/2023,"4,094.50","4,099.69","4,072.56","4,090.38"
04/04/2023,"4,128.03","4,133.13","4,086.87","4,100.60"
04/03/2023,"4,102.20","4,127.66","4,098.79","4,124.51"
03/31/2023,"4,056.18","4,110.75","4,056.18","4,109.31"
03/30/2023,"4,046.74","4,057.85","4,032.10","4,050.83"
03/29/2023,"3,999.53","4,030.59","3,999.53","4,027.81"
03/28/2023,"3,974.13","3,979.20","3,951.53","3,971.27"
03/27/2023,"3,982.93","4,003.83","3,970.49","3,977.53"
03/24/2023,"3,939.21","3,972.74","3,909.16","3,970.99"
03/23/2023,"3,959.21","4,007.66","3,919.05","3,948.72"
03/22/2023,"4,002.04","4,039.49","3,936.17","3,936.97"
03/21/2023,"3,975.89","4,009.08","3,971.19","4,002.87"
03/20/2023,"3,917.47","3,956.62","3,916.89","3,951.57"
03/17/2023,"3,958.69","3,958.91","3,901.27","3,916.64"
03/16/2023,"3,878.93","3,964.46","3,864.11","3,960.28"
03/15/2023,"3,876.74","3,894.26","3,838.24","3,891.93"
03/14/2023,"3,894.01","3,937.29","3,873.63","3,919.29"
03/13/2023,"3,835.12","3,905.05","3,808.86","3,855.76"
